Top 10 Country,Country,Type of Visa
United States of America,Bosnia and Herzegovina,visa-free
United States of America,Botswana,visa-free
United States of America,Brazil,visa required
United States of America,Brunei,visa-free
United States of America,Bulgaria,visa-free
United States of America,Burkina Faso,visa on arrival
United States of America,Burundi,visa required
United States of America,Cambodia,visa on arrival / eVisa
United States of America,Cameroon,visa required
United States of America,Canada,visa-free
United States of America,Cape Verde,visa on arrival
United States of America,Central African Republic,visa required
United States of America,Chad,visa required
United States of America,Chile,visa-free
United States of America,China,visa required
United States of America,Colombia,visa-free
United States of America,Comoros,visa on arrival
United States of America,Congo,visa required
United States of America,Congo (Dem. Rep.),visa required
United States of America,Costa Rica,visa-free
United States of America,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
United States of America,Croatia,visa-free
United States of America,Cuba,visa required
United States of America,Cyprus,visa-free
United States of America,Czechia,visa-free
United States of America,Denmark,visa-free
United States of America,Djibouti,visa on arrival
United States of America,Dominica,visa-free
United States of America,Dominican Republic,visa-free
United States of America,Ecuador,visa-free
United States of America,Egypt,visa on arrival
United States of America,El Salvador,visa-free
United States of America,Equatorial Guinea,visa-free
United States of America,Eritrea,visa required
United States of America,Estonia,visa-free
United States of America,Ethiopia,visa on arrival
United States of America,Fiji,visa-free
United States of America,Finland,visa-free
United States of America,France,visa-free
United States of America,Gabon,visa required / eVisa
United States of America,Gambia,visa on arrival
United States of America,Georgia,visa-free
United States of America,Germany,visa-free
United States of America,Ghana,visa required
United States of America,Greece,visa-free
United States of America,Grenada,visa-free
United States of America,Guatemala,visa-free
United States of America,Guinea,visa required
United States of America,Guinea-Bissau,visa on arrival
United States of America,Guyana,visa-free
United States of America,Haiti,visa-free
United States of America,Honduras,visa-free
United States of America,Hong Kong,visa-free
United States of America,Hungary,visa-free
United States of America,Iceland,visa-free
United States of America,India,e-Visa
United States of America,Indonesia,visa-free
United States of America,Iran,visa required
United States of America,Iraq,visa required
United States of America,Ireland,visa-free
United States of America,Israel,visa-free
United States of America,Italy,visa-free
United States of America,Jamaica,visa-free
United States of America,Japan,visa-free
United States of America,Jordan,visa on arrival
United States of America,Kazakhstan,visa-free
United States of America,Kenya,visa on arrival / eVisa
United States of America,Kiribati,visa-free
United States of America,Kosovo,visa-free
United States of America,Kuwait,visa on arrival / eVisa
United States of America,Kyrgyzstan,visa-free
United States of America,Laos,visa on arrival
United States of America,Latvia,visa-free
United States of America,Lebanon,visa on arrival
United States of America,Lesotho,visa-free
United States of America,Liberia,visa required
United States of America,Libya,visa required
United States of America,Liechtenstein,visa-free
United States of America,Lithuania,visa-free
United States of America,Luxembourg,visa-free
United States of America,Macao,visa-free
United States of America,Macedonia (FYROM),visa-free
United States of America,Madagascar,visa on arrival
United States of America,Malawi,visa on arrival
United States of America,Malaysia,visa-free
United States of America,Maldives,visa on arrival
United States of America,Mali,visa required
United States of America,Malta,visa-free
United States of America,Marshall Islands,visa-free
United States of America,Mauritania,visa on arrival
United States of America,Mauritius,visa-free
United States of America,Mexico,visa-free
United States of America,Micronesia,visa-free
United States of America,Moldova,visa-free
United States of America,Monaco,visa-free
United States of America,Mongolia,visa-free
United States of America,Montenegro,visa-free
United States of America,Morocco,visa-free
United States of America,Mozambique,visa on arrival
United States of America,Myanmar [Burma],visa required / eVisa
United States of America,Namibia,visa-free
United States of America,Nauru,visa required
United States of America,Nepal,visa on arrival
United States of America,Netherlands,visa-free
United States of America,New Zealand,visa-free
United States of America,Nicaragua,visa-free
United States of America,Niger,visa required
United States of America,Nigeria,visa required
United States of America,North Korea,visa required
United States of America,Norway,visa-free
United States of America,Oman,visa on arrival
United States of America,Pakistan,visa required
United States of America,Palau,visa-free
United States of America,Palestinian Territories,visa-free
United States of America,Panama,visa-free
United States of America,Papua New Guinea,visa on arrival
United States of America,Paraguay,visa on arrival
United States of America,Peru,visa-free
United States of America,Philippines,visa-free
United States of America,Poland,visa-free
United States of America,Portugal,visa-free
United States of America,Qatar,Visa waiver on arrival
United States of America,Romania,visa-free
United States of America,Russian Federation,visa required
United States of America,Rwanda,visa on arrival
United States of America,Saint Kitts and Nevis,visa-free
United States of America,Saint Lucia,visa-free
United States of America,Samoa,visa on arrival
United States of America,San Marino,visa-free
United States of America,Sao Tome and Principe,visa-free
United States of America,Saudi Arabia,visa required
United States of America,Senegal,visa-free
United States of America,Serbia,visa-free
United States of America,Seychelles,visa-free
United States of America,Sierra Leone,visa required
United States of America,Singapore,visa-free
United States of America,Slovakia,visa-free
United States of America,Slovenia,visa-free
United States of America,Solomon Islands,visa on arrival
United States of America,Somalia,visa required
United States of America,South Africa,visa-free
United States of America,South Korea,visa-free
United States of America,South Sudan,visa required
United States of America,Spain,visa-free
United States of America,Sri Lanka,eTA
United States of America,St. Vincent and the Grenadines,visa-free
United States of America,Sudan,visa required
United States of America,Suriname,visa on arrival
United States of America,Swaziland,visa-free
United States of America,Sweden,visa-free
United States of America,Switzerland,visa-free
United States of America,Syria,visa required
United States of America,Taiwan,visa-free
United States of America,Tajikistan,visa required
United States of America,Tanzania,visa on arrival
United States of America,Thailand,visa-free
United States of America,Timor-Leste,visa on arrival
United States of America,Togo,visa on arrival
United States of America,Tonga,visa on arrival
United States of America,Trinidad and Tobago,visa-free
United States of America,Tunisia,visa-free
United States of America,Turkey,visa required
United States of America,Turkmenistan,visa required
United States of America,Tuvalu,visa on arrival
United States of America,Uganda,visa on arrival
United States of America,Ukraine,visa-free
United States of America,United Arab Emirates,visa on arrival
United States of America,United Kingdom,visa-free
United States of America,United States of America,
United States of America,Uruguay,visa-free
United States of America,Uzbekistan,visa required
United States of America,Vanuatu,visa-free
United States of America,Vatican City,visa-free
United States of America,Venezuela,visa required
United States of America,Viet Nam,visa required
United States of America,Yemen,visa required
United States of America,Zambia,visa on arrival
United States of America,Zimbabwe,visa on arrival
Australia,Afghanistan,visa required
Australia,Albania,visa-free
Australia,Algeria,visa required
Australia,Andorra,visa-free
Australia,Angola,visa required
Australia,Antigua and Barbuda,visa-free
Australia,Argentina,visa-free
Australia,Armenia,visa on arrival
Australia,Australia,
Australia,Austria,visa-free
Australia,Azerbaijan,visa required / eVisa
Australia,Bahamas,visa-free
Australia,Bahrain,visa on arrival
Australia,Bangladesh,visa on arrival
Australia,Barbados,visa-free
Australia,Belarus,visa-free
Australia,Belgium,visa-free
Australia,Belize,visa-free
Australia,Benin,visa required
Australia,Bhutan,visa required
Australia,Bolivia,visa-free
Australia,Bosnia and Herzegovina,visa-free
Australia,Botswana,visa-free
Australia,Brazil,visa required
Australia,Brunei,visa on arrival
Australia,Bulgaria,visa-free
Australia,Burkina Faso,visa on arrival
Australia,Burundi,visa required
Australia,Cambodia,visa on arrival / eVisa
Australia,Cameroon,visa required
Australia,Canada,eTA
Australia,Cape Verde,visa on arrival
Australia,Central African Republic,visa required
Australia,Chad,visa required
Australia,Chile,visa-free
Australia,China,visa required
Australia,Colombia,visa-free
Australia,Comoros,visa on arrival
Australia,Congo,visa required
Australia,Congo (Dem. Rep.),visa required
Australia,Costa Rica,visa-free
Australia,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Australia,Croatia,visa-free
Australia,Cuba,visa required
Australia,Cyprus,visa-free
Australia,Czechia,visa-free
Australia,Denmark,visa-free
Australia,Djibouti,visa on arrival
Australia,Dominica,visa-free
Australia,Dominican Republic,visa-free
Australia,Ecuador,visa-free
Australia,Egypt,visa on arrival
Australia,El Salvador,visa-free
Australia,Equatorial Guinea,visa required
Australia,Eritrea,visa required
Australia,Estonia,visa-free
Australia,Ethiopia,visa on arrival
Australia,Fiji,visa-free
Australia,Finland,visa-free
Australia,France,visa-free
Australia,Gabon,visa required / eVisa
Australia,Gambia,visa-free
Australia,Georgia,visa-free
Australia,Germany,visa-free
Australia,Ghana,visa required
Australia,Greece,visa-free
Australia,Grenada,visa-free
Australia,Guatemala,visa-free
Australia,Guinea,visa required
Australia,Guinea-Bissau,visa on arrival
Australia,Guyana,visa-free
Australia,Haiti,visa-free
Australia,Honduras,visa-free
Australia,Hong Kong,visa-free
Australia,Hungary,visa-free
Australia,Iceland,visa-free
Australia,India,e-Visa
Australia,Indonesia,visa-free
Australia,Iran,visa on arrival
Australia,Iraq,visa required
Australia,Ireland,visa-free
Australia,Israel,visa-free
Australia,Italy,visa-free
Australia,Jamaica,visa-free
Australia,Japan,visa-free
Australia,Jordan,visa on arrival
Australia,Kazakhstan,visa-free
Australia,Kenya,visa on arrival / eVisa
Australia,Kiribati,visa-free
Australia,Kosovo,visa-free
Australia,Kuwait,visa on arrival / eVisa
Australia,Kyrgyzstan,visa-free
Australia,Laos,visa on arrival
Australia,Latvia,visa-free
Australia,Lebanon,visa on arrival
Australia,Lesotho,visa-free
Australia,Liberia,visa required
Australia,Libya,visa required
Australia,Liechtenstein,visa-free
Australia,Lithuania,visa-free
Australia,Luxembourg,visa-free
Australia,Macao,visa-free
Australia,Macedonia (FYROM),visa-free
Australia,Madagascar,visa on arrival
Australia,Malawi,visa on arrival
Australia,Malaysia,visa-free
Australia,Maldives,visa on arrival
Australia,Mali,visa required
Australia,Malta,visa-free
Australia,Marshall Islands,visa on arrival
Australia,Mauritania,visa on arrival
Australia,Mauritius,visa-free
Australia,Mexico,visa-free
Australia,Micronesia,visa-free
Australia,Moldova,visa-free
Australia,Monaco,visa-free
Australia,Mongolia,visa required
Australia,Montenegro,visa-free
Australia,Morocco,visa-free
Australia,Mozambique,visa on arrival
Australia,Myanmar [Burma],visa required / eVisa
Australia,Namibia,visa-free
Australia,Nauru,visa required
Australia,Nepal,visa on arrival
Australia,Netherlands,visa-free
Australia,New Zealand,visa-free
Australia,Nicaragua,visa-free
Australia,Niger,visa required
Australia,Nigeria,visa required
Australia,North Korea,visa required
Australia,Norway,visa-free
Australia,Oman,visa on arrival
Australia,Pakistan,visa required
Australia,Palau,visa on arrival
Australia,Palestinian Territories,visa-free
Australia,Panama,visa-free
Australia,Papua New Guinea,visa on arrival
Australia,Paraguay,visa on arrival
Australia,Peru,visa-free
Australia,Philippines,visa-free
Australia,Poland,visa-free
Australia,Portugal,visa-free
Australia,Qatar,Visa waiver on arrival
Australia,Romania,visa-free
Australia,Russian Federation,visa required
Australia,Rwanda,visa on arrival
Australia,Saint Kitts and Nevis,visa-free
Australia,Saint Lucia,visa-free
Australia,Samoa,visa on arrival
Australia,San Marino,visa-free
Australia,Sao Tome and Principe,visa required / eVisa
Australia,Saudi Arabia,visa required
Australia,Senegal,visa-free
Australia,Serbia,visa-free
Australia,Seychelles,visitor’s permit
Australia,Sierra Leone,visa required
Australia,Singapore,visa-free
Australia,Slovakia,visa-free
Australia,Slovenia,visa-free
Australia,Solomon Islands,visa on arrival
Australia,Somalia,visa required
Australia,South Africa,visa-free
Australia,South Korea,visa-free
Australia,South Sudan,visa required
Australia,Spain,visa-free
Australia,Sri Lanka,eTA
Australia,St. Vincent and the Grenadines,visa-free
Australia,Sudan,visa required
Australia,Suriname,visa required
Australia,Swaziland,visa-free
Australia,Sweden,visa-free
Australia,Switzerland,visa-free
Australia,Syria,visa required
Australia,Taiwan,visa-free
Australia,Tajikistan,visa required
Australia,Tanzania,visa on arrival
Australia,Thailand,visa-free
Australia,Timor-Leste,visa on arrival
Australia,Togo,visa on arrival
Australia,Tonga,visa on arrival
Australia,Trinidad and Tobago,visa on arrival
Australia,Tunisia,visa-free
Australia,Turkey,visa on arrival / eVisa
Australia,Turkmenistan,visa required
Australia,Tuvalu,visa on arrival
Australia,Uganda,visa on arrival
Australia,Ukraine,visa on arrival
Australia,United Arab Emirates,visa on arrival
Australia,United Kingdom,visa-free
Australia,United States of America,eTA
Australia,Uruguay,visa-free
Australia,Uzbekistan,visa required
Australia,Vanuatu,visa-free
Australia,Vatican City,visa-free
Australia,Venezuela,visa-free
Australia,Viet Nam,visa required
Australia,Yemen,visa required
Australia,Zambia,visa on arrival
Australia,Zimbabwe,visa on arrival
Greece,Afghanistan,visa required
Greece,Albania,visa-free
Greece,Algeria,visa required
Greece,Andorra,visa-free
Greece,Angola,visa required
Greece,Antigua and Barbuda,visa-free
Greece,Argentina,visa-free
Greece,Armenia,visa-free
Greece,Australia,eTA
Greece,Austria,visa-free
Greece,Azerbaijan,visa required / eVisa
Greece,Bahamas,visa-free
Greece,Bahrain,visa on arrival
Greece,Bangladesh,visa on arrival
Greece,Barbados,visa-free
Greece,Belarus,visa-free
Greece,Belgium,visa-free
Greece,Belize,visa-free
Greece,Benin,visa required
Greece,Bhutan,visa required
Greece,Bolivia,visa-free
Greece,Bosnia and Herzegovina,visa-free
Greece,Botswana,visa-free
Greece,Brazil,visa-free
Greece,Brunei,visa-free
Greece,Bulgaria,visa-free
Greece,Burkina Faso,visa on arrival
Greece,Burundi,visa required
Greece,Cambodia,visa on arrival / eVisa
Greece,Cameroon,visa required
Greece,Canada,eTA
Greece,Cape Verde,visa on arrival
Greece,Central African Republic,visa required
Greece,Chad,visa required
Greece,Chile,visa-free
Greece,China,visa required
Greece,Colombia,visa-free
Greece,Comoros,visa on arrival
Greece,Congo,visa required
Greece,Congo (Dem. Rep.),visa required
Greece,Costa Rica,visa-free
Greece,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Greece,Croatia,visa-free
Greece,Cuba,visa required
Greece,Cyprus,visa-free
Greece,Czechia,visa-free
Greece,Denmark,visa-free
Greece,Djibouti,visa on arrival
Greece,Dominica,visa-free
Greece,Dominican Republic,visa-free
Greece,Ecuador,visa-free
Greece,Egypt,visa on arrival
Greece,El Salvador,visa-free
Greece,Equatorial Guinea,visa required
Greece,Eritrea,visa required
Greece,Estonia,visa-free
Greece,Ethiopia,visa on arrival
Greece,Fiji,visa-free
Greece,Finland,visa-free
Greece,France,visa-free
Greece,Gabon,visa required / eVisa
Greece,Gambia,visa-free
Greece,Georgia,visa-free
Greece,Germany,visa-free
Greece,Ghana,visa required
Greece,Greece,
Greece,Grenada,visa-free
Greece,Guatemala,visa-free
Greece,Guinea,visa required
Greece,Guinea-Bissau,visa on arrival
Greece,Guyana,visa-free
Greece,Haiti,visa-free
Greece,Honduras,visa-free
Greece,Hong Kong,visa-free
Greece,Hungary,visa-free
Greece,Iceland,visa-free
Greece,India,e-Visa
Greece,Indonesia,visa-free
Greece,Iran,visa on arrival
Greece,Iraq,visa required
Greece,Ireland,visa-free
Greece,Israel,visa-free
Greece,Italy,visa-free
Greece,Jamaica,visa-free
Greece,Japan,visa-free
Greece,Jordan,visa on arrival
Greece,Kazakhstan,visa-free
Greece,Kenya,visa on arrival / eVisa
Greece,Kiribati,visa-free
Greece,Kosovo,visa-free
Greece,Kuwait,visa on arrival / eVisa
Greece,Kyrgyzstan,visa-free
Greece,Laos,visa on arrival
Greece,Latvia,visa-free
Greece,Lebanon,visa on arrival
Greece,Lesotho,visa required / eVisa
Greece,Liberia,visa required
Greece,Libya,visa required
Greece,Liechtenstein,visa-free
Greece,Lithuania,visa-free
Greece,Luxembourg,visa-free
Greece,Macao,visa-free
Greece,Macedonia (FYROM),visa-free
Greece,Madagascar,visa on arrival
Greece,Malawi,visa on arrival
Greece,Malaysia,visa-free
Greece,Maldives,visa on arrival
Greece,Mali,visa required
Greece,Malta,visa-free
Greece,Marshall Islands,visa-free
Greece,Mauritania,visa on arrival
Greece,Mauritius,visa-free
Greece,Mexico,visa-free
Greece,Micronesia,visa-free
Greece,Moldova,visa-free
Greece,Monaco,visa-free
Greece,Mongolia,visa required
Greece,Montenegro,visa-free
Greece,Morocco,visa-free
Greece,Mozambique,visa on arrival
Greece,Myanmar [Burma],visa required / eVisa
Greece,Namibia,visa required
Greece,Nauru,visa required
Greece,Nepal,visa on arrival
Greece,Netherlands,visa-free
Greece,New Zealand,visa-free
Greece,Nicaragua,visa-free
Greece,Niger,visa required
Greece,Nigeria,visa required
Greece,North Korea,visa required
